,id,click,hour,search_engine_type,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,product_type,C20,advertiser_type
27066721,5.534206868703298e+17,0,14102723,1010,1,85f751fd,c4e18dd6,50e219e0,bd5f953a,7801e8d9,0f2161f8,12fd078e,c06b5b87,f07e20f8,4,0,22636,320,50,2060,3,39,100048,23
30563853,1.2367380077443684e+19,0,14102815,1005,0,d8bb8687,98e6755b,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,db73b8ba,cb58e541,1,0,23438,320,50,2684,2,1319,-1,52
12630320,1.3790240777693143e+19,1,14102318,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,41b87b09,fce66524,1,0,22142,320,50,2550,0,547,-1,51
17992771,8.048960581646605e+18,1,14102511,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3ac584d4,711ee120,1,0,15701,320,50,1722,0,35,-1,79
15226782,7.97389356322716e+18,1,14102412,1005,0,85f751fd,c4e18dd6,50e219e0,a2b190d4,33da2e74,dc97ec06,a99f214a,af9205f9,3bb1ddd7,1,0,22289,320,50,2572,3,41,100156,42
4872369,1.7530580275158675e+19,0,14102205,1005,0,b99a2c43,cc962a1f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9b753e0c,1ccc7835,1,0,21790,320,50,2513,3,35,100119,68
36944929,9.451228908652503e+18,0,14103004,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,a7a705f5,a0f5f879,1,0,23728,320,50,2717,2,47,-1,23
22012232,1.4671736509624017e+19,0,14102612,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,657e8d62,0bcabeaf,1,3,21189,320,50,2424,1,161,100190,71
13890612,7.170149673245044e+18,0,14102404,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,a99f214a,4661b225,ff065cf0,1,2,15701,320,50,1722,0,35,-1,79
19929194,5.643181784429066e+18,0,14102522,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b7f1b294,d6b5c09e,1,2,17212,320,50,1887,3,39,100200,23
25409242,1.2484985338059821e+19,0,14102712,1002,0,7549fe4f,1e0acfb4,50e219e0,ecad2386,7801e8d9,07d7df22,1115eafa,a3dbaa57,8debacdb,0,0,21674,320,50,2495,2,167,-1,23
20064408,1.8033909733531228e+19,1,14102600,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,f8513466,44fe63a1,158e4944,1,0,17016,320,50,1873,3,39,-1,23
2416162,6.005291787271542e+18,1,14102111,1005,1,0a742914,510bd839,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,99851100,88fe1d5d,1,0,20251,320,50,2323,0,687,100081,48
28786093,3.48937388673295e+18,1,14102809,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,db1faeea,8ce34352,1,0,20093,300,250,2295,2,35,100074,23
1447700,1.0998629475892574e+19,0,14102107,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,9296cfbd,329c70fc,1,0,19251,320,50,2201,3,35,-1,43
38568940,8.229572602838068e+18,0,14103012,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,57cd4006,711ee120,1,0,22104,320,50,2545,0,431,-1,221
24896492,1.4785032655058065e+19,1,14102708,1002,0,1ee69d19,ce81106c,50e219e0,ecad2386,7801e8d9,07d7df22,9a9dfab0,f85423a3,0dbcc560,0,0,22703,320,50,2624,0,35,-1,221
7425714,5.56007476925801e+16,0,14102212,1005,0,9e8cf15d,0d3cb7be,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d15dace1,8ce34352,1,0,21770,320,50,2507,0,35,-1,157
22881643,1.1747490527135541e+19,0,14102616,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2a51c6f8,8a4875bd,1,0,16208,320,50,1800,3,167,100075,23
20153552,4.049537846694826e+18,0,14102601,1005,1,e023ba3e,75f9ddc3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0ae8a0fd,e96c0bfa,1,0,20312,320,50,1780,0,1711,100077,48
37950516,1.3048242703123814e+18,0,14103010,1005,0,85f751fd,c4e18dd6,50e219e0,66f5e02e,6f7ca2ba,0f2161f8,21c4471a,b7894e67,e24c8b65,1,2,23993,320,50,2748,0,35,100130,79
30095930,8.465615423681722e+18,0,14102813,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,fa1ff16c,c6263d8a,1,0,23168,320,50,2668,0,35,-1,221
17462284,1.0421744438467148e+19,0,14102509,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,f14c1d44,542422a7,1,0,22322,320,50,2576,1,161,100193,71
14220686,6.533546211418054e+18,1,14102406,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e14f68fb,16954458,1,0,21762,320,50,2502,0,39,100084,221
37609922,1.6044531719781507e+19,0,14103008,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,48d7bb6a,d2e5a0b2,1,0,19772,320,50,2227,0,935,-1,48
8331712,2.649001512452601e+18,0,14102216,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,c6b0adf0,bbeedfee,1,0,21611,320,50,2480,3,297,100111,61
2154799,1.5983164313735952e+19,0,14102110,1005,1,b554a32a,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4cd42789,f60c2fd3,1,0,19143,320,50,2181,0,169,100156,111
3098643,5.799691468774599e+18,0,14102115,1005,0,85f751fd,c4e18dd6,50e219e0,66f5e02e,6f7ca2ba,0f2161f8,a99f214a,f43e8ef1,9ee2ab36,1,2,21715,320,50,2500,2,34,-1,90
28654648,1.3464426934902692e+19,0,14102809,1005,0,85f751fd,c4e18dd6,50e219e0,f53417e1,0e8616ad,0f2161f8,a99f214a,8f381b06,fb27c7b3,1,2,23144,320,50,2665,0,34,-1,221
31139276,1.2967668904025184e+19,0,14102817,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,02c171b0,4ea23a13,1,0,17264,320,50,1872,3,39,-1,23
34436558,1.2950291640514427e+18,0,14102912,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a5afa416,ab4085d5,1,0,15704,320,50,1722,0,35,100084,79
17197333,1.3123517071404837e+19,0,14102507,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9d583104,0a10024e,1,0,15701,320,50,1722,0,35,100084,79
25231013,4.2187644689077453e+18,1,14102710,1005,0,93eaba74,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,210ffce7,8b1aa260,1,0,20345,300,250,2331,2,39,-1,23
15526865,1.673778593078053e+19,1,14102414,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6b9769f2,d787e91b,1,0,20108,320,50,2299,2,1327,-1,52
38817857,8.131063233423919e+18,0,14103013,1005,0,85f751fd,c4e18dd6,50e219e0,d28831a2,2347f47a,0f2161f8,a99f214a,1b892bfd,cb82c508,1,0,24034,320,50,2754,0,35,-1,246
9755600,5.049040493847786e+18,1,14102302,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,c87a5bf8,1f0bc64f,1,0,15701,320,50,1722,0,35,100084,79
27634545,1.7592790130341513e+19,0,14102804,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,03cf1ef1,4ea23a13,1,0,17653,300,250,1994,2,39,-1,33
39281545,5.988000852591895e+18,0,14103015,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,cbee429d,99e427c9,1,0,21611,320,50,2480,3,299,100111,61
21973040,1.1912215493997437e+18,0,14102612,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,943ee35d,496515fa,1,3,21189,320,50,2424,1,161,100193,71
6952753,2.57011427961766e+18,0,14102211,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,02146c18,8a4875bd,1,0,16920,320,50,1899,0,431,-1,117
34430572,1.243687489750347e+19,0,14102912,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,1fba7a32,0bcabeaf,1,3,21191,320,50,2424,1,175,100193,71
374671,2.861876823367568e+18,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,cb06b587,2347f47a,0f2161f8,a99f214a,a7ca452e,4ea23a13,1,0,21647,320,50,2487,1,547,-1,51
3626234,8.567897151866785e+18,1,14102118,1005,0,85f751fd,c4e18dd6,50e219e0,66f5e02e,6f7ca2ba,0f2161f8,a99f214a,4fdaafca,a0f5f879,1,0,21715,320,50,2500,2,34,-1,90
3995729,1.6566114699105886e+19,0,14102122,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,04b3b892,008a6a20,0eb711ec,1,0,4687,320,50,423,2,39,-1,32
22278838,1.6676522082736215e+18,0,14102613,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,32b2e8c1,a0f5f879,1,0,15705,320,50,1722,0,35,100084,79
10569901,3.8619163045768494e+18,0,14102306,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,17e01424,59519106,96629d1d,1,0,21667,320,50,2494,3,39,-1,112
18951906,1.0888217231648727e+19,0,14102516,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,bf02a32d,af1acfb3,1,0,17263,320,50,1872,3,39,-1,23
24368391,1.2225896446196739e+18,1,14102705,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,431b3174,2203a096,1,0,22676,320,50,2616,0,35,-1,51
25553066,1.0225236089602794e+17,0,14102713,1002,0,770134e0,1e0acfb4,50e219e0,ecad2386,7801e8d9,07d7df22,b02c445d,be2e0f6a,d002cb2f,0,0,17566,320,50,479,3,39,100075,23
1808142,6.503622677222944e+18,0,14102108,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,9f2a7dd5,cbf35ce8,ef726eae,1,0,21665,320,50,2493,3,35,100105,117
15823093,6.849779630270998e+18,0,14102415,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f8b52adb,ff065cf0,1,2,15702,320,50,1722,0,35,-1,79
14061900,7.609439722317447e+18,0,14102405,1005,0,e3c09f3a,d262cf1e,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2b771d82,9dd895e4,1,0,22196,320,50,2556,3,167,100199,23
18964598,1.1902302996466493e+19,0,14102516,1005,0,9fe0fa9b,91cdcccd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,844dbd11,5ec45883,1,0,19771,320,50,2227,0,679,100077,48
14904667,7.639896026377521e+18,0,14102410,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,855924b4,8b1aa260,1,0,22258,320,50,2545,0,167,100084,221
4620089,1.6514193344010592e+19,0,14102204,1002,0,5a95675b,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,6232b736,2c116d57,12edfe21,0,0,16920,320,50,1899,0,431,100075,117
16420104,1.4153529933370946e+19,0,14102418,1005,0,6fcff501,b9c4ab81,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,52e933ed,bb2ea497,1,0,22267,320,50,2566,3,41,100156,42
23754089,3.603045317128957e+18,0,14102622,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,6b099568,9b5ce758,1,0,21611,320,50,2480,3,297,100111,61
1280878,1.593317199271733e+19,1,14102106,1005,1,92c7cbe7,6e882918,75fa27f6,ecad2386,7801e8d9,07d7df22,a99f214a,6e118452,1f0bc64f,1,0,21689,320,50,2496,3,167,-1,23
26374528,1.2251240452400013e+19,1,14102718,1002,0,c54454a2,b9c2a69c,50e219e0,ecad2386,7801e8d9,07d7df22,582821b3,9f166a77,08ac11ab,0,0,22701,320,50,2624,0,35,100075,221
2188183,2.163543493762806e+18,0,14102110,1005,0,6c5b482c,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,c6563308,84ebbcd4,1,0,17653,300,250,1994,2,39,-1,33
31436812,1.478746534232229e+19,0,14102818,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,23f25e96,36d749e5,1,0,22676,320,50,2616,0,35,100084,51
29734757,1.1196910238546194e+19,0,14102813,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6862a23f,4ea23a13,1,0,23167,320,50,2668,0,35,-1,221
11959315,5.010515852871557e+18,0,14102314,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,3d98e603,1f0bc64f,1,0,6616,320,50,576,2,35,100130,32
2349958,1.6347190416064784e+19,0,14102111,1005,0,b99a2c43,cc962a1f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,807c1330,0d8ce284,1,0,19251,320,50,2201,3,35,100119,43
13377666,2.814945581617998e+18,1,14102400,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1fd8d807,3e7932d7,1,0,6563,320,50,572,2,39,-1,32
35885702,4.3718610897917993e+18,1,14102920,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,acbd027c,d4897fef,1,0,22814,320,50,2647,2,35,100148,23
40061531,1.6106346791953928e+18,0,14103020,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9fdd3158,ecb851b2,1,0,21678,320,50,2495,2,167,-1,23
24657917,7.191016518737363e+18,0,14102706,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,7a4f2013,981edffc,1,3,21189,320,50,2424,1,161,100191,71
2679541,1.6747341292153997e+19,0,14102113,1005,0,517b8671,ac5abf20,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7e8191a0,80fdc835,1,0,19870,320,50,2271,0,687,100077,48
33084602,5.776648166767648e+18,1,14102904,1005,0,85f751fd,c4e18dd6,50e219e0,3e2bf98d,2347f47a,0f2161f8,48b36d2e,40448f10,1ccc7835,1,0,20009,320,50,2283,0,163,100076,95
30686145,2.9640589255550587e+18,0,14102815,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,6f15f004,d787e91b,1,0,23390,320,50,2681,1,419,-1,212
13862512,4.2734004104651525e+18,0,14102404,1005,0,85f751fd,c4e18dd6,50e219e0,f53417e1,0e8616ad,0f2161f8,a99f214a,b0c97da3,4ea23a13,1,0,452,320,50,122,3,1327,-1,15
11382766,1.2192568948602157e+19,1,14102311,1005,0,38217daf,449497bc,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9d639ee9,80b1a1d2,1,0,20345,300,250,2331,2,39,-1,23
28449264,2.2351104560168847e+18,0,14102808,1005,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7c4bbbea,f37ed101,1,0,21869,320,50,2524,0,35,-1,221
14271949,1.1462220118711564e+19,0,14102407,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ddd2926e,aaffed8f,1,0,22258,320,50,2545,0,39,-1,221
29605931,4.0269364323623366e+17,0,14102812,1005,0,85f751fd,c4e18dd6,50e219e0,73206397,2347f47a,8ded1f7a,fcb43d43,5cf7c2c6,0d9ae625,1,0,23143,320,50,2665,0,35,-1,221
34798515,1.0762243280449366e+19,1,14102914,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,7e1c0306,32f9ad15,04f5b394,1,0,23012,320,50,2658,3,35,100148,23
11119155,2.850821867459655e+18,0,14102309,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,26a722e6,93ea4c74,be6db1d7,1,0,1038,320,50,178,3,1327,100148,15
16942555,1.3538569544770669e+19,0,14102504,1005,0,f9ec1297,87ee0e1e,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,96fdab3b,816484ae,1,0,22288,320,50,2572,3,297,100155,42
2047956,7.4978872428331e+18,0,14102109,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,14edb178,ef726eae,1,0,21751,320,50,2505,0,161,100176,17
9712574,1.6805318751902837e+19,0,14102302,1005,1,e023ba3e,75f9ddc3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,aa44c5a9,0710fff9,1,0,21875,320,50,2526,0,35,100075,221
25006663,9.359672703352672e+18,0,14102708,1005,0,b99a2c43,cc962a1f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3772f136,158e4944,1,0,22268,320,50,2566,3,47,100155,42
17960927,5.352850429361837e+18,0,14102511,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,ea5f1ccd,981edffc,1,3,21189,320,50,2424,1,161,100189,71
15295951,1.405840385534931e+19,0,14102413,1005,0,ffb2c209,10cfed0c,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,cad99fd5,6afc734f,1,0,16208,320,50,1800,3,167,100079,23
24676548,8.985265012052611e+18,0,14102706,1005,0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,06e5535c,f60c2fd3,1,0,22268,320,50,2566,3,47,100155,42
17468787,1.1038471134621e+19,0,14102509,1005,0,85f751fd,c4e18dd6,50e219e0,bdf46af7,d9b5648e,0f2161f8,a99f214a,686b5905,cd63b0bb,1,0,20001,320,480,2281,3,47,100181,42
35039620,1.2224166644860506e+19,0,14102915,1005,0,2f635482,5872eda5,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,40a0cb46,56e6ab1d,1,0,17239,320,50,1973,3,39,-1,23
10211941,7.79082626047496e+18,0,14102304,1005,0,85f751fd,c4e18dd6,50e219e0,28d3bd59,b8d325c3,0f2161f8,a99f214a,90e0d8a6,9e3836ff,1,0,22118,320,50,2547,2,35,100165,13
15042207,7.698826352565929e+18,0,14102411,1005,0,85f751fd,c4e18dd6,50e219e0,c566067f,ae637522,cef3e649,a99f214a,f88e27ad,36b67a2a,1,2,20396,320,50,2340,0,33,-1,159
37718276,1.028057370172303e+18,0,14103009,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,63d86ca7,25e362e2,1,0,23160,320,50,2667,0,35,-1,221
24069848,6.380895879876199e+18,0,14102702,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1c565d39,8a4875bd,1,0,19950,320,50,1800,3,167,-1,23
1517066,1.650644815865457e+19,0,14102107,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,161cb845,e9b8d8d7,1,0,6563,320,50,572,2,39,-1,32
27045753,1.815766552864221e+19,1,14102723,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9343cb87,b6443086,1,0,15703,320,50,1722,0,35,100083,79
18884798,6.106015817269093e+18,1,14102515,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,63ff66b3,8a4875bd,1,0,15707,320,50,1722,0,35,-1,79
14561842,5.302219572388696e+18,0,14102408,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,05879781,8217e0de,1,0,22198,320,50,2557,3,45,100101,61
37155476,6.870830727130894e+17,0,14103005,1005,0,f6cba1bd,5c9c05b7,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,af62faf4,cad4c01d,1,0,23626,320,50,2707,3,937,100156,61
6910960,1.737324863331473e+18,1,14102211,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ceffea69,517bef98,1,0,15703,320,50,1722,0,35,-1,79
11630566,5.040017503496032e+18,1,14102312,1002,0,acc6cd52,a53257d3,50e219e0,ecad2386,7801e8d9,07d7df22,a99f214a,c826b7ce,7ac29ddf,0,0,20366,320,50,2333,0,39,-1,157
5206920,3.631833160933148e+18,0,14102206,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,9a453386,382ff9f9,1,2,21790,320,50,2513,3,35,-1,68
27951725,1.487026943066758e+19,0,14102806,1005,1,e5c60a05,7256c623,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c913fbf3,d4897fef,1,0,22680,320,50,2528,0,39,-1,221
17423948,6.244707205397516e+18,0,14102508,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8ccfb50b,84ebbcd4,1,0,15706,320,50,1722,0,35,-1,79
533049,1.5933640561407873e+19,0,14102103,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ad9459d8,1f0bc64f,1,0,15701,320,50,1722,0,35,-1,79
26459669,2.654575294205996e+18,0,14102718,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,9663bf51,893fe255,a8d2c4cf,1,0,22561,320,50,1863,3,39,-1,23
22445118,1.1815657606438308e+19,0,14102614,1005,0,85f751fd,c4e18dd6,50e219e0,85938df3,2347f47a,0f2161f8,a99f214a,fa84159a,cabc6075,1,0,377,320,50,112,3,1319,-1,15
16266370,2.971306383806358e+18,0,14102417,1005,1,e4d8dd7b,a17bde68,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,4b91bc25,6e1e2240,1,0,16208,320,50,1800,3,167,100075,23
6159649,4.760653161641895e+18,0,14102209,1005,0,4e7614cf,c1aa3c04,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4eff84ad,8ef046ab,1,0,21764,216,36,2506,0,35,100075,157
39881475,9.429078629875612e+18,0,14103018,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,ff45176b,d787e91b,1,0,22676,320,50,2616,0,35,100083,51
16315972,6.117931738722909e+18,0,14102417,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,14c7e6b0,cd262c9b,1,0,20392,320,50,2340,3,41,100111,159
5314929,9.822214852291656e+18,0,14102206,1005,0,e3c09f3a,d262cf1e,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b1d0b4e2,aa35da31,1,0,21790,320,50,2513,3,35,100189,68
11199795,1.010403529743389e+19,0,14102310,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,63adb645,35e87701,1,0,21611,320,50,2480,3,297,100111,61
12986283,6.008960700757014e+18,0,14102320,1005,0,29229f8e,a10eb148,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,92c9a2ee,0fadd2fe,1,0,20352,320,50,2333,0,39,-1,157
35102700,1.7392950474362331e+19,0,14102915,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9d7bf393,9f8d0424,1,0,17037,320,50,1934,2,39,-1,16
17869166,1.4160529302486538e+19,0,14102511,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,73130368,0bcabeaf,1,3,21189,320,50,2424,1,161,100191,71
779670,1.7708904359049595e+19,0,14102104,1005,0,7294ea0f,863fa89d,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,f33ddeac,0eb711ec,1,0,17239,320,50,1973,3,39,-1,23
20100156,9.694021703401601e+18,0,14102600,1005,1,77bfdd7b,bfa24f16,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,5d855540,8b1aa260,1,0,19771,320,50,2227,0,679,100079,48
4778858,1.2103377732151312e+19,0,14102205,1005,0,85f751fd,c4e18dd6,50e219e0,48ef6336,2347f47a,f95efa07,a99f214a,8fb1cf8a,c4cff2ea,1,0,21790,320,50,2513,3,35,-1,68
34169339,4.701685576518997e+18,0,14102910,1005,1,0a742914,510bd839,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1cf29716,4ea23a13,1,0,23561,320,50,2691,0,419,-1,212
24136438,1.6611852931865494e+19,0,14102703,1012,0,85f751fd,c4e18dd6,50e219e0,88d687c0,7801e8d9,07d7df22,b4c4709d,76f16813,0bcabeaf,1,3,20153,320,50,2307,3,163,100020,61
8784923,7.485709345040012e+18,0,14102218,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,683d30b6,0220a93e,7abbbd5c,1,0,4687,320,50,423,2,39,-1,32
5211942,3.9210543867994214e+18,1,14102206,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2009c293,36d749e5,1,0,21757,320,50,2502,0,35,-1,221
25358874,6.414099812290907e+18,1,14102711,1005,1,7dd19f44,9690165f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,7cd8d0c6,c794d6c9,1,0,20251,320,50,2323,0,687,100081,48
35644672,5.162946189214664e+18,1,14102918,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,6165e72b,3bd9e8e7,1,0,17654,300,250,1994,2,39,-1,33
4084975,1.8059885617992108e+19,0,14102123,1010,1,85f751fd,c4e18dd6,50e219e0,54338637,7801e8d9,0f2161f8,686bc131,b113ae6e,f07e20f8,4,2,17877,320,50,2036,3,47,-1,156
21857669,3.9015224614424443e+18,1,14102611,1005,0,85f751fd,c4e18dd6,50e219e0,66f5e02e,6f7ca2ba,0f2161f8,a99f214a,c7e666f4,9e3836ff,1,0,21157,320,50,2421,3,39,-1,23
12122626,1.7491663513318281e+19,0,14102315,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,034aa7b9,cd63b0bb,1,0,20277,320,50,2281,3,47,100181,42
10495377,1.1561665851282457e+19,0,14102306,1005,1,e4d8dd7b,a17bde68,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,9182f837,76dc4769,1,0,16208,320,50,1800,3,167,100075,23
23237844,9.338156749793016e+18,0,14102617,1005,0,2b1ddb24,98acf46c,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,318a60e0,be6db1d7,1,0,17239,320,50,1973,3,39,100148,23
29931570,2.1616210070809674e+18,0,14102813,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,71b2fece,04258293,1,0,19771,320,50,2227,0,935,100077,48
32816326,1.5812583505811123e+18,0,14102903,1005,0,85f751fd,c4e18dd6,50e219e0,a5184c22,b8d325c3,0f2161f8,a99f214a,412ed6d3,1ccc7835,1,0,23222,320,50,2676,0,35,100176,221
